mode_of_transport,day,time,impacts,illumination_effect,campaign_name,frame,quarter_of_hour
2,1,38,59.9158322558,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 15:15:00
2,1,39,32.0038879688,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 15:30:00
2,1,40,1.7279890743,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 15:45:00
2,1,41,19.2050116304,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 16:00:00
2,1,42,30.8780556891,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 16:15:00
2,1,43,86.0971220082,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 16:30:00
2,1,44,8.6092895375,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 16:45:00
2,1,45,8.1732669413,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 17:00:00
2,1,46,44.2287734445,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 17:15:00
2,1,47,72.6137607742,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 17:30:00
2,1,48,22.324424259,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 17:45:00
2,1,49,31.3499767804,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 18:00:00
2,1,50,24.9268273864,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 18:15:00
2,1,51,9.4189911391,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 18:30:00
2,1,52,53.1382657041,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 18:45:00
2,1,53,1.1738436548,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 19:00:00
2,1,54,5.3289977589,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 19:15:00
2,1,55,41.0410978955,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 19:30:00
2,1,56,6.6864930715,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 19:45:00
2,1,57,0.0519560052,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 20:00:00
2,1,58,2.4280719855,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 20:15:00
2,1,59,2.7873446451,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 20:30:00
2,1,60,4.3129031201,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 20:45:00
2,1,62,0.6525216651,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 21:15:00
2,1,63,0.444826117,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 21:30:00
2,1,64,5.4633791938,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 21:45:00
2,1,65,11.9664969607,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 22:00:00
2,1,66,19.3361122822,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 22:15:00
2,1,69,3.8159704732,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 23:00:00
2,1,70,11.121529209,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 23:15:00
2,1,72,2.9670597385,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-21 23:45:00
2,1,73,0.2225006476,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-22 00:00:00
2,1,74,1.2077532279,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-22 00:15:00
2,1,75,0.3935409502,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-22 00:30:00
2,1,76,0.244415415,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-22 00:45:00
2,1,94,1.2674679391,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234579455,2025-07-22 05:15:00
2,1,1,1.8910770094,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 06:00:00
2,1,2,31.8283175967,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 06:15:00
2,1,3,6.6792165141,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 06:30:00
2,1,4,10.3600415321,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 06:45:00
2,1,5,27.9324633757,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 07:00:00
2,1,6,15.7991796512,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 07:15:00
2,1,7,37.4224991233,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 07:30:00
2,1,8,55.7607491746,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 07:45:00
2,1,9,2.1509397762,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 08:00:00
2,1,10,74.102678872,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 08:15:00
2,1,11,71.0390923744,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 08:30:00
2,1,12,3.2469828625,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 08:45:00
2,1,13,39.0758805189,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 09:00:00
2,1,14,22.2774185124,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 09:15:00
2,1,15,16.2692801338,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 09:30:00
2,1,16,7.1634014979,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 09:45:00
2,1,17,7.6867098568,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 10:00:00
2,1,18,4.8296274488,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 10:15:00
2,1,19,7.491105681,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 10:30:00
2,1,20,15.1511165647,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 10:45:00
2,1,21,1.0463951903,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 11:00:00
2,1,22,25.4084664944,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 11:15:00
2,1,23,9.3205093199,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 11:30:00
2,1,24,27.5366695046,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 11:45:00
2,1,25,0.0111995045,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 12:00:00
2,1,26,1.1733472357,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 12:15:00
2,1,27,11.7259722363,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 12:30:00
2,1,29,9.1111463817,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 13:00:00
2,1,30,2.0763625754,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 13:15:00
2,1,31,0.052548731,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 13:30:00
2,1,32,7.512851076,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 13:45:00
2,1,33,42.9679523309,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 14:00:00
2,1,34,19.8642167332,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 14:15:00
2,1,35,0.0395712479,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 14:30:00
2,1,36,3.3689947566,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 14:45:00
2,1,37,15.5440374388,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 15:00:00
2,1,38,20.3461398217,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 15:15:00
2,1,39,27.3247268372,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 15:30:00
2,1,40,8.5921465677,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 15:45:00
2,1,41,45.9806923285,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 16:00:00
2,1,42,13.0704350634,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 16:15:00
2,1,43,22.6624206699,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 16:30:00
2,1,44,16.4463400412,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 16:45:00
2,1,45,50.818925854,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 17:00:00
2,1,46,47.4288343575,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 17:15:00
2,1,47,38.6697070444,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 17:30:00
2,1,48,10.5552293436,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 17:45:00
2,1,49,58.8923871455,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 18:00:00
2,1,50,37.4089538347,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 18:15:00
2,1,51,91.5550005987,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 18:30:00
2,1,52,58.8509168878,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 18:45:00
2,1,53,14.3181236523,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 19:00:00
2,1,54,11.2464688124,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 19:15:00
2,1,55,20.2157823337,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 19:30:00
2,1,56,6.1479759107,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 19:45:00
2,1,57,3.0887043727,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 20:00:00
2,1,58,28.7570069371,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 20:15:00
2,1,59,3.39504139,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 20:30:00
2,1,60,25.1833983674,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 20:45:00
2,1,61,0.8717497444,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 21:00:00
2,1,62,5.9220664035,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 21:15:00
2,1,63,23.6727875448,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 21:30:00
2,1,64,8.0958270829,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 21:45:00
2,1,65,5.8096029402,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 22:00:00
2,1,66,13.9725506107,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 22:15:00
2,1,67,22.2593978228,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 22:30:00
2,1,68,23.5079015138,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 22:45:00
2,1,69,9.715847916,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 23:00:00
2,1,70,0.0157526354,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 23:15:00
2,1,71,0.0216234412,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-21 23:30:00
2,1,73,9.8114000376,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-22 00:00:00
2,1,75,0.4550986072,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-22 00:30:00
2,1,77,0.6060836623,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-22 01:00:00
2,1,79,0.052965094,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-22 01:30:00
2,1,80,0.0354647844,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-22 01:45:00
2,1,84,0.0707665381,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-22 02:45:00
2,1,85,0.0532399349,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-22 03:00:00
2,1,86,0.0355558812,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-22 03:15:00
2,1,87,0.0176956448,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-22 03:30:00
2,1,89,0.1237666023,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-22 04:00:00
2,1,95,9.6670024435,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585327,2025-07-22 05:30:00
2,1,1,13.9915982553,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 06:00:00
2,1,2,27.6085135529,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 06:15:00
2,1,3,5.437619819,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 06:30:00
2,1,4,31.1920603157,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 06:45:00
2,1,5,15.2768522014,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 07:00:00
2,1,6,25.4735008837,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 07:15:00
2,1,7,40.3877250212,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 07:30:00
2,1,8,70.6084557747,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 07:45:00
2,1,9,24.0605393345,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 08:00:00
2,1,10,93.4049603088,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 08:15:00
2,1,11,13.3057095121,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 08:30:00
2,1,12,30.9895713773,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 08:45:00
2,1,13,48.7538468968,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 09:00:00
2,1,14,50.2809058098,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 09:15:00
2,1,15,31.2078821217,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 09:30:00
2,1,16,19.5803549043,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 09:45:00
2,1,17,29.6323177527,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 10:00:00
2,1,18,6.3026280575,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 10:15:00
2,1,19,7.3890787818,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 10:30:00
2,1,20,1.5167091088,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 10:45:00
2,1,21,23.0222684329,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 11:00:00
2,1,22,25.1522661588,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 11:15:00
2,1,23,29.3830701451,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 11:30:00
2,1,24,35.8128589382,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 11:45:00
2,1,25,1.8972743197,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 12:00:00
2,1,26,13.8649620745,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 12:15:00
2,1,27,64.1766974619,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 12:30:00
2,1,28,11.690712703,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 12:45:00
2,1,29,21.2169203841,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 13:00:00
2,1,30,4.9485477715,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 13:15:00
2,1,31,10.6583154476,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 13:30:00
2,1,32,6.8545156442,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 13:45:00
2,1,33,13.2319535536,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 14:00:00
2,1,34,6.1808581672,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 14:15:00
2,1,35,10.082221684,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 14:30:00
2,1,36,1.8245849465,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 14:45:00
2,1,37,35.0031738617,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 15:00:00
2,1,38,23.7695226689,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 15:15:00
2,1,39,8.6689278079,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 15:30:00
2,1,40,58.3729602417,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 15:45:00
2,1,41,52.955428497,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 16:00:00
2,1,42,18.7603296624,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 16:15:00
2,1,43,46.0155161824,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 16:30:00
2,1,44,28.5631970278,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 16:45:00
2,1,45,45.766128049,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 17:00:00
2,1,46,86.3704706155,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 17:15:00
2,1,47,127.1123720384,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 17:30:00
2,1,48,122.8453211411,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 17:45:00
2,1,49,48.4043393492,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 18:00:00
2,1,50,63.4472957759,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 18:15:00
2,1,51,102.0163892297,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 18:30:00
2,1,52,114.4410549001,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 18:45:00
2,1,53,15.4938937262,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 19:00:00
2,1,54,33.5350809242,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 19:15:00
2,1,55,3.7502610939,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 19:30:00
2,1,56,2.381086224,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 19:45:00
2,1,57,0.0588885093,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 20:00:00
2,1,58,29.3262697834,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 20:15:00
2,1,59,21.0406016362,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 20:30:00
2,1,60,45.213007153,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 20:45:00
2,1,61,27.3212285427,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 21:00:00
2,1,62,43.1818809799,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 21:15:00
2,1,63,33.5040026936,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 21:30:00
2,1,64,26.7701965487,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 21:45:00
2,1,65,34.550937677,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 22:00:00
2,1,66,18.6041424071,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 22:15:00
2,1,67,4.6800463641,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 22:30:00
2,1,68,15.2575237546,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 22:45:00
2,1,69,0.4736033961,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 23:00:00
2,1,70,27.0187088214,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 23:15:00
2,1,71,3.3679918052,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-21 23:30:00
2,1,73,9.4163572505,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-22 00:00:00
2,1,75,5.9416241413,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-22 00:30:00
2,1,76,2.1365288666,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-22 00:45:00
2,1,77,0.8912143136,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-22 01:00:00
2,1,79,0.0863851441,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-22 01:30:00
2,1,80,0.0575772242,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-22 01:45:00
2,1,83,0.0862859448,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-22 02:30:00
2,1,84,0.1142697466,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-22 02:45:00
2,1,87,0.0286275243,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-22 03:30:00
2,1,88,0.0288191431,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-22 03:45:00
2,1,89,0.2016205607,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-22 04:00:00
2,1,94,0.0271830147,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-22 05:15:00
2,1,95,15.6655275223,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-22 05:30:00
2,1,96,13.3946382619,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234585400,2025-07-22 05:45:00
2,1,2,2.9825667802,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234588233,2025-07-21 06:15:00
2,1,3,2.7488136372,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234588233,2025-07-21 06:30:00
2,1,5,0.2298613919,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234588233,2025-07-21 07:00:00
2,1,6,3.2402114836,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234588233,2025-07-21 07:15:00
2,1,9,0.0039713856,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234588233,2025-07-21 08:00:00
2,1,10,15.9810689674,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234588233,2025-07-21 08:15:00
2,1,12,0.8533850247,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234588233,2025-07-21 08:45:00
2,1,13,10.5284999932,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234588233,2025-07-21 09:00:00
2,1,16,0.2797395356,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234588233,2025-07-21 09:45:00
2,1,17,0.6652327131,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234588233,2025-07-21 10:00:00
2,1,21,5.7702950896,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234588233,2025-07-21 11:00:00
2,1,23,5.5584970387,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234588233,2025-07-21 11:30:00
2,1,24,5.6156435995,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234588233,2025-07-21 11:45:00
2,1,25,5.7724000263,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234588233,2025-07-21 12:00:00
2,1,26,5.9403065237,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234588233,2025-07-21 12:15:00
2,1,29,0.9463068093,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234588233,2025-07-21 13:00:00
2,1,30,0.0275792673,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234588233,2025-07-21 13:15:00
2,1,31,0.0016016395,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234588233,2025-07-21 13:30:00
2,1,33,6.3443854506,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234588233,2025-07-21 14:00:00
2,1,34,0.9192162058,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234588233,2025-07-21 14:15:00
2,1,36,0.0556360473,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234588233,2025-07-21 14:45:00
2,1,37,7.127050755,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234588233,2025-07-21 15:00:00
2,1,38,7.8088752824,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234588233,2025-07-21 15:15:00
2,1,39,0.8769015212,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234588233,2025-07-21 15:30:00
2,1,40,0.000278464,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234588233,2025-07-21 15:45:00
2,1,41,0.000027956,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234588233,2025-07-21 16:00:00
2,1,42,9.7421925326,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,1234588233,2025-07-21 16:15:00
