mode_of_transport,day,time,impacts,illumination_effect,campaign_name,frame,quarter_of_hour
2,1,57,365.1936345494,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000114903,2025-07-21 20:00:00
2,1,58,140.1803492763,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000114903,2025-07-21 20:15:00
2,1,59,180.3157046154,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000114903,2025-07-21 20:30:00
2,1,60,93.076838046,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000114903,2025-07-21 20:45:00
2,1,61,370.707348189,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000114903,2025-07-21 21:00:00
2,1,62,126.3487753456,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000114903,2025-07-21 21:15:00
2,1,63,350.6722134066,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000114903,2025-07-21 21:30:00
2,1,64,641.6304721208,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000114903,2025-07-21 21:45:00
2,1,65,70.3360131964,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000114903,2025-07-21 22:00:00
2,1,66,208.4073671682,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000114903,2025-07-21 22:15:00
2,1,67,924.3821778797,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000114903,2025-07-21 22:30:00
2,1,68,232.515529404,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000114903,2025-07-21 22:45:00
2,1,69,304.8680242753,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000114903,2025-07-21 23:00:00
2,1,70,459.9210754638,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000114903,2025-07-21 23:15:00
2,1,71,3.1837509312,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000114903,2025-07-21 23:30:00
2,1,75,16.150285437,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000114903,2025-07-22 00:30:00
2,1,88,0.6451667856,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000114903,2025-07-22 03:45:00
2,1,92,0.2774647126,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000114903,2025-07-22 04:45:00
2,1,93,8.111358959,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000114903,2025-07-22 05:00:00
2,1,94,33.5370697748,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000114903,2025-07-22 05:15:00
2,1,95,203.4332808143,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000114903,2025-07-22 05:30:00
2,1,96,177.7294214005,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000114903,2025-07-22 05:45:00
2,1,2,132.3403834949,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 06:15:00
2,1,3,49.5288561909,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 06:30:00
2,1,4,23.9575153959,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 06:45:00
2,1,5,250.3591699943,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 07:00:00
2,1,6,86.9341504124,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 07:15:00
2,1,7,382.0540594029,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 07:30:00
2,1,8,555.0658183011,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 07:45:00
2,1,9,169.3809957095,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 08:00:00
2,1,10,1947.082619487,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 08:15:00
2,1,11,63.1736331792,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 08:30:00
2,1,12,290.4690165872,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 08:45:00
2,1,13,1436.9401290441,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 09:00:00
2,1,14,1326.5832649609,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 09:15:00
2,1,15,740.626611693,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 09:30:00
2,1,16,1420.3217451442,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 09:45:00
2,1,17,1926.3824606707,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 10:00:00
2,1,18,655.5076703646,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 10:15:00
2,1,19,648.173332232,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 10:30:00
2,1,20,309.624191673,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 10:45:00
2,1,21,136.0847807994,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 11:00:00
2,1,22,64.336572746,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 11:15:00
2,1,23,142.588755553,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 11:30:00
2,1,24,23.103386523,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 11:45:00
2,1,25,47.8499323649,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 12:00:00
2,1,26,270.3614302715,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 12:15:00
2,1,27,880.8827169487,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 12:30:00
2,1,28,352.6298174839,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 12:45:00
2,1,29,513.8471861836,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 13:00:00
2,1,30,33.9086470781,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 13:15:00
2,1,31,1.5170355173,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 13:30:00
2,1,32,393.0324165577,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 13:45:00
2,1,33,1233.4645854203,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 14:00:00
2,1,34,470.6401396505,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 14:15:00
2,1,35,869.7465574273,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 14:30:00
2,1,36,1666.2989760014,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 14:45:00
2,1,37,214.3256811363,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 15:00:00
2,1,38,175.3522599928,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 15:15:00
2,1,39,447.2402571414,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 15:30:00
2,1,40,961.4154932865,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 15:45:00
2,1,41,332.839618158,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 16:00:00
2,1,42,467.2140420315,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 16:15:00
2,1,43,1113.3632246555,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 16:30:00
2,1,44,990.0614839343,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 16:45:00
2,1,45,90.1087238696,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 17:00:00
2,1,46,384.6360533652,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 17:15:00
2,1,47,774.3066671318,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 17:30:00
2,1,48,1007.7426379744,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 17:45:00
2,1,49,1801.7636650734,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 18:00:00
2,1,50,1529.0800098064,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 18:15:00
2,1,51,877.2593762448,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 18:30:00
2,1,52,1180.7706145515,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 18:45:00
2,1,53,1162.1274965151,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 19:00:00
2,1,54,459.0876499775,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 19:15:00
2,1,55,641.111783886,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 19:30:00
2,1,56,788.2266137454,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 19:45:00
2,1,57,375.9681987151,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 20:00:00
2,1,58,27.7816385179,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 20:15:00
2,1,59,37.9578276975,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 20:30:00
2,1,60,23.590413321,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 20:45:00
2,1,61,146.6138987107,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 21:00:00
2,1,62,99.8471988121,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 21:15:00
2,1,63,465.8510162957,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 21:30:00
2,1,64,289.4334193595,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 21:45:00
2,1,65,122.5177685042,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 22:00:00
2,1,66,258.1891239486,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 22:15:00
2,1,67,455.8798878819,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 22:30:00
2,1,68,43.6291760568,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 22:45:00
2,1,69,66.6206826024,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 23:00:00
2,1,70,122.6668377013,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 23:15:00
2,1,71,3.0630575561,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-21 23:30:00
2,1,74,53.458909116,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-22 00:15:00
2,1,76,5.7243371233,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-22 00:45:00
2,1,80,0.293034083,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-22 01:45:00
2,1,83,0.6369603288,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-22 02:30:00
2,1,94,21.1849241625,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-22 05:15:00
2,1,95,9.599264484,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-22 05:30:00
2,1,96,52.4198161083,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117860,2025-07-22 05:45:00
2,1,6,20.0322871092,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 07:15:00
2,1,8,19.9840938835,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 07:45:00
2,1,9,3.8588863378,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 08:00:00
2,1,10,33.6700476538,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 08:15:00
2,1,11,0.0128726034,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 08:30:00
2,1,12,45.5672407561,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 08:45:00
2,1,13,138.7026599559,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 09:00:00
2,1,15,9.4619336118,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 09:30:00
2,1,17,18.3340885156,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 10:00:00
2,1,18,14.4876874223,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 10:15:00
2,1,19,18.6672785134,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 10:30:00
2,1,20,54.90356448,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 10:45:00
2,1,21,1.4914626171,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 11:00:00
2,1,22,20.8099944683,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 11:15:00
2,1,23,121.327735659,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 11:30:00
2,1,24,130.5876769256,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 11:45:00
2,1,25,8.6662085822,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 12:00:00
2,1,31,172.3784270488,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 13:30:00
2,1,33,6.3412904836,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 14:00:00
2,1,34,0.2548028782,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 14:15:00
2,1,36,143.7405089946,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 14:45:00
2,1,37,19.1875592401,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 15:00:00
2,1,38,31.2230047948,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 15:15:00
2,1,39,2.1016557669,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 15:30:00
2,1,40,50.6520306116,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 15:45:00
2,1,41,67.2225644534,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 16:00:00
2,1,42,253.2221763405,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 16:15:00
2,1,43,8.1012102497,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 16:30:00
2,1,44,40.9948208693,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 16:45:00
2,1,45,60.1810575382,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 17:00:00
2,1,47,49.2902162127,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 17:30:00
2,1,48,0.105792509,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 17:45:00
2,1,50,114.4669330265,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 18:15:00
2,1,51,120.3013344281,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 18:30:00
2,1,52,56.3601615605,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 18:45:00
2,1,53,58.7791527528,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 19:00:00
2,1,54,7.6234391468,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 19:15:00
2,1,55,13.0575332097,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 19:30:00
2,1,57,189.1809400238,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 20:00:00
2,1,60,1.8470076039,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 20:45:00
2,1,61,0.8791088424,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 21:00:00
2,1,62,36.0346381429,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 21:15:00
2,1,65,65.9424069052,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 22:00:00
2,1,66,8.4425292158,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 22:15:00
2,1,67,5.6254610021,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 22:30:00
2,1,68,0.0185808518,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 22:45:00
2,1,71,7.0967564372,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 23:30:00
2,1,72,14.2246989151,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-21 23:45:00
2,1,74,2.5912721773,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117870,2025-07-22 00:15:00
2,1,1,45.9782933142,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 06:00:00
2,1,2,53.860446771,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 06:15:00
2,1,3,5.0195783952,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 06:30:00
2,1,4,30.5448215811,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 06:45:00
2,1,5,131.8611228042,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 07:00:00
2,1,6,480.4535787575,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 07:15:00
2,1,7,108.0670350518,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 07:30:00
2,1,8,254.5708451947,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 07:45:00
2,1,9,213.36474386,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 08:00:00
2,1,10,294.7956356603,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 08:15:00
2,1,11,352.5634395867,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 08:30:00
2,1,12,51.8395914531,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 08:45:00
2,1,13,44.0348303735,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 09:00:00
2,1,14,740.5453931027,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 09:15:00
2,1,15,26.0452747144,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 09:30:00
2,1,16,248.7369377971,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 09:45:00
2,1,17,7.1305250741,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 10:00:00
2,1,18,12.1209269777,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 10:15:00
2,1,19,0.1466737896,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 10:30:00
2,1,20,4.2874623924,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 10:45:00
2,1,21,70.2648617942,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 11:00:00
2,1,22,33.336378727,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 11:15:00
2,1,23,24.8286969127,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 11:30:00
2,1,24,309.7371241138,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 11:45:00
2,1,25,29.5180180299,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 12:00:00
2,1,27,0.0002328084,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 12:30:00
2,1,28,146.4563390221,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 12:45:00
2,1,31,21.5988604767,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 13:30:00
2,1,32,28.7574700768,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 13:45:00
2,1,33,0.0002540614,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 14:00:00
2,1,34,1.2414448871,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 14:15:00
2,1,35,20.71570675,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 14:30:00
2,1,36,196.979899533,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 14:45:00
2,1,37,51.1189752709,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 15:00:00
2,1,38,35.2632510875,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 15:15:00
2,1,39,4.1282486178,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 15:30:00
2,1,40,23.5995060864,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 15:45:00
2,1,41,14.8518381934,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 16:00:00
2,1,42,20.1734634209,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 16:15:00
2,1,43,23.4969311926,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 16:30:00
2,1,44,55.1983100002,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 16:45:00
2,1,45,37.0626567305,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 17:00:00
2,1,46,236.1467914817,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 17:15:00
2,1,47,173.270036473,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 17:30:00
2,1,48,212.5625849945,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 17:45:00
2,1,49,12.2316366538,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 18:00:00
2,1,50,178.796526738,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 18:15:00
2,1,51,194.1260041171,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 18:30:00
2,1,52,110.7407215047,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 18:45:00
2,1,53,75.0904438177,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 19:00:00
2,1,54,302.7528488575,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 19:15:00
2,1,55,51.790023274,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 19:30:00
2,1,56,0.7274549526,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 19:45:00
2,1,58,136.6209947551,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 20:15:00
2,1,59,117.2538857571,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 20:30:00
2,1,60,264.2828049985,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 20:45:00
2,1,61,346.926818572,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 21:00:00
2,1,62,272.2347524256,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 21:15:00
2,1,63,6.3659872004,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 21:30:00
2,1,64,19.0608063498,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 21:45:00
2,1,65,8.0553414858,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 22:00:00
2,1,66,236.6323169083,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 22:15:00
2,1,67,84.5473259847,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 22:30:00
2,1,68,18.5374153272,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 22:45:00
2,1,69,0.4125327739,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 23:00:00
2,1,70,85.7567653091,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 23:15:00
2,1,71,13.172151715,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-21 23:30:00
2,1,73,18.7649452215,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-22 00:00:00
2,1,74,65.9527276113,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-22 00:15:00
2,1,75,6.5926567316,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-22 00:30:00
2,1,76,6.2427995785,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-22 00:45:00
2,1,77,1.4555239147,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-22 01:00:00
2,1,79,0.1728096427,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-22 01:30:00
2,1,80,0.186797563,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-22 01:45:00
2,1,81,0.1262053414,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-22 02:00:00
2,1,82,0.1765256977,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-22 02:15:00
2,1,83,0.0930400423,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-22 02:30:00
2,1,88,0.0744303965,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-22 03:45:00
2,1,93,0.3512119827,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-22 05:00:00
2,1,94,8.622087106,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-22 05:15:00
2,1,95,15.4750423471,1,{R51_UndergroundStation-LondonDigital}_Schd1_W100,2000117887,2025-07-22 05:30:00
